avg_latency_hops_mean,avg_latency_hops_std,avg_latency_ms_mean,avg_latency_ms_std,bandwidth_mbps,cache_hit_ratio_mean,cache_hit_ratio_std,cache_hits_mean,cache_hits_std,cache_misses_mean,cache_misses_std,cache_policy,cache_size,completed_requests_mean,completed_requests_std,consumer_count,data_tx_mean,data_tx_std,failed_edge,forwarding,interest_lifetime_ms,interest_tx_mean,interest_tx_std,items_per_prefix_mean,items_per_prefix_std,link_delay_ms,nodes,pit_capacity,pit_overflow_drops_mean,pit_overflow_drops_std,producer_count,producer_serves_mean,producer_serves_std,queue_drops_mean,queue_drops_std,queue_limit_packets,requests_mean,requests_std,retransmissions_mean,retransmissions_std,seed_mean,seed_std,system,timed_out_requests_mean,timed_out_requests_std,topology,verification_failures_mean,verification_failures_std,workload,zipf_alpha
2.42125293487327,0.010439223192239293,73.88433657171169,2.984062566010552,25.0,0.0,0.0,0.0,0.0,1349.0,6.683312551921141,lfu,0,330.0,1.632993161855452,4,831.3333333333334,2.8674417556808756,,best-route,250.0,841.3333333333334,4.714045207910317,80.0,0.0,8.0,12,256,0.0,0.0,3,330.0,1.632993161855452,0.0,0.0,64,400.0,0.0,107.66666666666667,4.496912521077347,12.0,0.816496580927726,ndn,70.0,1.632993161855452,mesh,0.0,0.0,zipf,0.8
6.952071104980797,0.2102545875613681,69.13847325352252,1.9269839495920573,25.0,0.0,0.0,0.0,0.0,123.33333333333333,6.847546194724712,lfu,0,123.33333333333333,6.847546194724712,4,428.0,10.677078252031311,,best-route,250.0,437.6666666666667,24.30820620467271,80.0,0.0,8.0,12,256,0.0,0.0,3,0.0,0.0,276.6666666666667,6.847546194724712,64,400.0,0.0,0.0,0.0,12.0,0.816496580927726,ip,0.0,0.0,mesh,0.0,0.0,zipf,0.8
2.3169089181083184,0.010007351260339815,77.61634159366464,1.719962206698147,25.0,0.0,0.0,0.0,0.0,1220.3333333333333,11.115554667022044,lfu,0,257.6666666666667,3.39934634239519,4,632.0,12.832251036613439,,best-route,250.0,642.6666666666666,12.657891697365017,80.0,0.0,8.0,12,256,0.0,0.0,3,257.6666666666667,3.39934634239519,0.0,0.0,64,400.0,0.0,177.66666666666666,1.699673171197595,12.0,0.816496580927726,ndn,142.33333333333334,3.39934634239519,mesh,0.0,0.0,zipf,1.2
6.952071104980797,0.2102545875613681,69.13847325352252,1.9269839495920573,25.0,0.0,0.0,0.0,0.0,123.33333333333333,6.847546194724712,lfu,0,123.33333333333333,6.847546194724712,4,428.0,10.677078252031311,,best-route,250.0,437.6666666666667,24.30820620467271,80.0,0.0,8.0,12,256,0.0,0.0,3,0.0,0.0,276.6666666666667,6.847546194724712,64,400.0,0.0,0.0,0.0,12.0,0.816496580927726,ip,0.0,0.0,mesh,0.0,0.0,zipf,1.2
2.129978169167586,0.022555894984500155,66.31680805308908,3.034434360546077,25.0,0.19115608829124164,0.023099955643767937,66.33333333333333,8.576453553512405,1196.0,20.51016008388688,lfu,8,346.6666666666667,3.0912061651652345,4,764.3333333333334,7.93025150224688,,best-route,250.0,772.3333333333334,9.843215373488935,80.0,0.0,8.0,12,256,0.0,0.0,3,280.3333333333333,5.792715732327589,0.0,0.0,64,400.0,0.0,90.0,4.320493798938574,12.0,0.816496580927726,ndn,53.333333333333336,3.0912061651652345,mesh,0.0,0.0,zipf,0.8
6.952071104980797,0.2102545875613681,69.13847325352252,1.9269839495920573,25.0,0.0,0.0,0.0,0.0,123.33333333333333,6.847546194724712,lfu,8,123.33333333333333,6.847546194724712,4,428.0,10.677078252031311,,best-route,250.0,437.6666666666667,24.30820620467271,80.0,0.0,8.0,12,256,0.0,0.0,3,0.0,0.0,276.6666666666667,6.847546194724712,64,400.0,0.0,0.0,0.0,12.0,0.816496580927726,ip,0.0,0.0,mesh,0.0,0.0,zipf,0.8
1.6213418811630624,0.031003276619635832,58.579536084488545,1.4844760562094976,25.0,0.4008936538706685,0.02685338823141687,124.33333333333333,10.498677165349081,931.3333333333334,19.189117286165672,lfu,8,310.0,11.775681155103795,4,523.3333333333334,17.55625877635159,,best-route,250.0,530.6666666666666,17.172329163188344,80.0,0.0,8.0,12,256,0.0,0.0,3,185.66666666666666,9.977753031397176,0.0,0.0,64,400.0,0.0,125.0,11.430952132988164,12.0,0.816496580927726,ndn,90.0,11.775681155103795,mesh,0.0,0.0,zipf,1.2
6.952071104980797,0.2102545875613681,69.13847325352252,1.9269839495920573,25.0,0.0,0.0,0.0,0.0,123.33333333333333,6.847546194724712,lfu,8,123.33333333333333,6.847546194724712,4,428.0,10.677078252031311,,best-route,250.0,437.6666666666667,24.30820620467271,80.0,0.0,8.0,12,256,0.0,0.0,3,0.0,0.0,276.6666666666667,6.847546194724712,64,400.0,0.0,0.0,0.0,12.0,0.816496580927726,ip,0.0,0.0,mesh,0.0,0.0,zipf,1.2
1.885105715758403,0.05365315366439411,57.38557035582874,3.672027141680131,25.0,0.3221048721263153,0.03002205615106761,117.0,12.727922061357855,1062.0,37.58545818087983,lfu,16,362.6666666666667,6.182412330330469,4,703.3333333333334,13.199326582148887,,best-route,250.0,709.6666666666666,15.839472494022296,80.0,0.0,8.0,12,256,0.0,0.0,3,245.66666666666666,6.649979114420001,0.0,0.0,64,400.0,0.0,69.33333333333333,9.104333522498441,12.0,0.816496580927726,ndn,37.333333333333336,6.182412330330469,mesh,0.0,0.0,zipf,0.8
6.952071104980797,0.2102545875613681,69.13847325352252,1.9269839495920573,25.0,0.0,0.0,0.0,0.0,123.33333333333333,6.847546194724712,lfu,16,123.33333333333333,6.847546194724712,4,428.0,10.677078252031311,,best-route,250.0,437.6666666666667,24.30820620467271,80.0,0.0,8.0,12,256,0.0,0.0,3,0.0,0.0,276.6666666666667,6.847546194724712,64,400.0,0.0,0.0,0.0,12.0,0.816496580927726,ip,0.0,0.0,mesh,0.0,0.0,zipf,0.8
